Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -17.26, 3.79, 16.57, -2.40, 0.48, 1.04
50, -13.42, 3.38, 8.62, -3.30, 0.45, -0.18
100, -13.93, 1.59, 2.87, -3.09, 0.23, -1.35
150, -10.45, -0.90, 2.71, -2.11, 0.83, -2.03
200, -8.02, -2.42, 1.49, -1.55, 0.74, -2.25
250, -7.63, -3.78, -3.03, -0.47, 0.62, -2.60
300, -1.73, -4.01, 0.18, 0.18, 0.24, -2.61
350, 4.21, -7.03, -7.79, 1.23, 1.04, -1.73
400, 1.45, -5.04, -2.56, 2.75, 1.01, -0.36
450, 2.76, -4.08, 0.15, 3.39, 1.94, 0.30
500, -0.99, 0.36, 6.92, 3.31, 0.41, 1.74
550, -2.85, 1.36, 15.73, 2.32, 1.09, 2.13
600, -1.56, 1.27, 10.48, 1.39, 0.36, 2.67
650, -6.44, 2.53, 9.34, 0.85, 0.56, 3.25
700, -16.52, 6.20, 21.93, -0.90, -0.07, 2.59
750, -14.03, 3.58, 9.78, -1.78, 0.06, 0.98
800, -13.03, 4.94, 12.27, -2.73, -0.49, 0.45
850, -15.64, 3.37, 4.11, -2.91, -0.14, -0.69
900, -11.69, 0.45, -3.11, -1.85, 0.49, -1.98
950, -7.06, -1.24, 1.33, -0.69, 0.44, -2.17
