Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.32, 2.75, 16.59, -1.93, 1.31, 1.89
50, -16.91, 3.37, 5.86, -2.70, 0.83, 1.11
100, -16.44, 1.29, 3.99, -1.76, 1.60, -0.70
150, -12.35, 0.58, 5.66, -1.70, 1.10, -1.45
200, -10.58, -0.66, 1.02, -1.47, 0.61, -1.79
250, -9.50, -1.10, 0.57, -0.78, 0.59, -2.03
300, -5.20, -2.26, -2.08, -0.31, 0.63, -2.05
350, -5.53, -2.83, -2.87, 0.70, 0.55, -1.70
400, -3.67, -2.88, -4.82, 1.59, 0.53, -1.56
450, -1.80, -1.92, 0.14, 2.25, 0.26, -0.99
500, -0.26, -2.23, 2.55, 2.41, -0.08, -0.39
550, 1.39, -1.20, 7.12, 2.49, -0.55, 0.52
600, 4.18, -1.01, 10.36, 1.94, -0.41, 1.55
650, 0.72, 0.33, 12.58, 1.46, -0.03, 2.67
700, -6.38, 1.39, 15.66, 0.53, 0.22, 3.05
750, -12.62, 2.87, 19.73, -0.72, 0.34, 2.59
800, -18.11, 3.60, 14.79, -1.89, 0.72, 1.65
850, -16.79, 3.95, 10.19, -2.65, 0.42, 0.36
900, -21.26, 2.89, 1.33, -2.45, 0.36, -1.20
950, -10.41, 1.43, -1.28, -1.33, 0.41, -2.71
