Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.04, -1.56, 8.09, 0.10, -0.02, -0.09
50, -4.77, -1.40, 8.57, 0.09, 0.07, 0.05
100, -2.98, -1.24, 11.51, -0.21, 0.16, 0.22
150, -6.07, -0.99, 14.42, -0.79, 0.39, 0.46
200, -9.69, -0.03, 13.37, -1.63, 0.60, 0.16
250, -12.85, -0.80, 5.98, -1.83, 0.22, -0.70
300, -8.63, -2.05, 4.75, -1.35, 0.34, -1.38
350, -8.00, -2.99, 3.35, -0.97, 0.34, -1.54
400, -4.86, -4.12, -0.57, -0.04, 0.63, -1.66
450, -2.56, -4.23, -0.30, 0.87, 1.03, -1.47
500, 1.56, -4.43, -3.60, 2.51, 1.54, -0.66
550, -2.64, -1.77, 7.65, 2.25, 0.48, 0.20
600, 0.61, -2.29, 9.01, 2.13, 0.60, 0.86
650, 1.30, -1.88, 10.09, 1.42, 0.46, 1.68
700, -7.36, 0.41, 13.99, 0.55, -0.06, 2.29
750, -6.32, 0.91, 14.62, -0.43, -0.14, 1.83
800, -13.96, 2.81, 14.15, -1.49, -0.01, 1.47
850, -16.09, 2.25, 7.79, -1.93, -0.03, 0.04
900, -11.91, 0.56, 5.58, -1.47, 0.34, -1.07
950, -9.64, -0.14, 2.83, -1.51, 0.39, -1.69
