Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.42, -0.16, 14.88, 0.65, 0.79, 0.10
50, 7.35, -0.01, 15.01, -0.66, 1.35, 1.55
100, -9.39, 1.51, 6.72, -1.21, 1.31, 2.89
150, -12.36, 2.84, 15.44, -1.66, 0.59, 1.19
200, -18.40, 5.00, 12.46, -3.05, 0.29, 0.01
250, -16.23, 3.00, 1.26, -2.94, 0.60, -2.19
300, -2.89, -0.83, 1.83, -1.65, 1.24, -2.81
350, -5.21, -2.26, 3.48, -1.51, 0.89, -2.23
400, -5.47, -4.69, -3.16, -0.68, 0.96, -2.30
450, -0.50, -6.20, -3.18, 0.80, 1.23, -2.03
500, 0.97, -6.75, -4.87, 2.02, 2.15, -1.05
550, -0.33, -4.28, -1.33, 3.67, 1.89, -0.10
600, -0.11, -2.07, 6.17, 3.31, 0.36, 1.21
650, -4.56, -0.31, 14.51, 2.33, 0.32, 1.67
700, -0.90, 0.21, 14.58, 1.18, -0.09, 2.37
750, -3.10, 0.52, 8.54, 0.51, 0.17, 2.62
800, -8.26, 3.58, 15.82, -0.25, 0.23, 3.07
850, -22.16, 3.68, 9.43, -1.21, -0.03, 2.06
900, -11.73, 3.62, 11.83, -1.97, -0.78, -0.11
950, -9.36, 2.83, 9.84, -2.80, -0.58, -0.12
