Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.82, 3.49, 15.88, -1.41, 0.25, 1.14
50, -8.26, 4.55, 12.88, -2.82, 0.29, 1.00
100, -18.44, 4.56, 7.38, -2.55, 2.45, -0.70
150, -11.00, 4.14, 5.04, -2.27, 1.72, -2.71
200, -10.00, 0.84, -1.79, -1.96, 0.32, -2.79
250, -4.29, -2.55, -7.84, -0.14, 0.52, -3.04
300, 2.10, -3.63, -6.13, 1.97, 1.28, -2.29
350, 0.60, -2.67, -7.60, 3.89, 1.17, -0.99
400, 11.53, 2.71, 5.25, 4.37, 0.58, 0.93
450, -0.65, 7.89, 27.28, 2.55, -0.15, 3.37
500, -8.61, 4.75, 11.26, 0.43, -0.15, 3.18
550, -10.36, 5.37, 16.60, -0.26, 0.01, 2.40
600, -9.58, 5.34, 18.34, -1.96, -0.94, 2.02
650, -14.51, 5.71, 9.09, -2.79, -0.12, 1.26
700, -16.71, 4.53, 5.01, -2.48, 0.08, -0.96
750, -6.52, 0.51, 0.82, -1.83, -0.16, -1.56
800, -4.23, -1.50, -1.21, -0.57, -0.05, -1.30
850, -6.16, -2.41, -7.16, 1.15, 0.25, -1.32
900, -1.89, 0.99, 10.20, 2.51, -0.71, -1.18
950, 5.56, -0.88, 12.69, 1.03, -0.23, -0.01
