Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -16.47, 3.62, 12.95, -1.60, -0.08, 1.99
50, -11.13, 4.31, 13.34, -2.56, -0.21, 0.90
100, -12.55, 2.10, 4.47, -2.78, -0.00, 0.11
150, -11.38, 0.83, 5.46, -2.07, -0.06, -0.54
200, -9.20, 0.66, 9.22, -1.70, 0.73, -1.54
250, -7.60, -0.08, 5.51, -1.62, 1.13, -1.91
300, -6.13, -2.28, -1.21, -1.04, 1.11, -2.19
350, -4.38, -4.51, -8.32, 0.91, 2.13, -2.30
400, -2.72, -2.87, -1.40, 2.52, 1.44, -1.64
450, 0.03, -2.77, 0.57, 3.16, 1.35, -1.02
500, 2.96, -1.98, 5.58, 3.12, 0.58, 0.38
550, 0.69, 0.32, 8.99, 2.74, 0.41, 1.67
600, -2.09, 1.56, 7.34, 2.15, -0.16, 2.24
650, -1.20, 4.02, 13.03, 1.74, -0.36, 3.03
700, -9.50, 6.40, 14.60, 0.73, -0.56, 3.16
750, -4.64, 5.38, 12.62, -0.31, -1.32, 2.58
800, -5.96, 8.80, 19.98, -1.05, -1.37, 3.16
850, -12.76, 10.77, 18.01, -2.79, -0.62, 2.19
900, -13.66, 6.88, 8.00, -2.94, 0.01, 0.33
950, -8.85, 5.02, 7.35, -2.69, 0.73, -1.01
