Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -3.30, -2.53, 10.71, -0.21, 0.08, 0.12
50, -2.67, -3.30, 10.01, -0.50, 0.39, 0.46
100, -5.70, -3.79, 8.04, -0.37, 0.22, 0.67
150, -8.94, -1.50, 15.33, -0.78, 0.29, 0.57
200, -10.19, -1.13, 13.66, -1.31, 0.72, -0.03
250, -8.92, -1.28, 6.62, -1.66, 0.66, -0.50
300, -9.45, -1.30, 3.11, -1.24, 0.52, -0.92
350, -8.27, -1.96, -2.25, -0.57, 0.44, -1.38
400, -4.06, -1.83, -1.93, 0.28, 0.35, -1.66
450, -1.58, -1.95, -0.85, 1.27, -0.03, -1.38
500, 0.85, -2.46, 1.41, 1.65, -0.37, -0.96
550, 2.72, -2.98, 5.76, 1.70, -0.67, -0.22
600, 2.04, -2.40, 11.02, 1.55, -0.43, 0.37
650, 0.04, -2.53, 14.20, 1.12, -0.47, 0.77
700, -1.48, -3.65, 12.64, 0.55, -0.23, 1.26
750, -2.19, -3.53, 14.56, 0.23, -0.15, 1.19
800, -5.27, -0.90, 17.75, -0.27, 0.38, 1.71
850, -12.72, 1.07, 14.77, -1.26, 0.66, 1.18
900, -16.42, -0.06, 6.09, -1.54, 0.26, -0.11
950, -9.08, -1.01, 5.17, -1.10, 0.23, -0.94
