Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.81, 1.88, 12.76, -0.96, 0.87, 1.37
50, -10.21, 3.34, 14.86, -1.76, 0.93, 0.86
100, -10.64, 3.35, 12.33, -2.67, 1.09, -0.02
150, -13.25, 2.09, 2.85, -2.85, 0.72, -0.87
200, -12.71, -0.46, -0.38, -1.54, 0.65, -2.08
250, -6.52, -0.62, 3.09, -0.65, 0.64, -2.73
300, -2.86, -3.28, 0.70, -0.24, 0.43, -2.21
350, -1.22, -4.47, -1.39, 1.18, 1.54, -1.88
400, -1.46, -4.32, 0.23, 1.94, 1.39, -1.15
450, 5.73, -3.15, -4.88, 3.63, 1.94, 0.17
500, -7.80, 3.19, 12.33, 3.45, -0.06, 1.57
550, 1.96, -0.23, 7.16, 2.48, 0.30, 1.54
600, -0.59, 4.77, 15.40, 2.16, -0.45, 2.90
650, -6.10, 6.09, 18.40, 0.06, -0.39, 3.33
700, -10.82, 5.12, 11.38, -1.00, -1.00, 2.55
750, -8.80, 6.10, 14.78, -1.17, -1.04, 2.13
800, -13.29, 6.97, 13.80, -2.54, -0.75, 1.01
850, -10.06, 3.77, 3.98, -2.48, -0.21, -0.30
900, -8.77, 3.26, 9.27, -1.73, 0.28, -1.14
950, -5.12, 2.21, 6.00, -2.14, 0.45, -1.68
