Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.20, 0.37, 12.83, -0.77, 0.16, 1.39
50, -12.44, 1.81, 14.60, -1.42, 0.43, 1.04
100, -9.54, 1.08, 9.71, -1.62, 1.57, 0.05
150, -15.26, 1.27, 7.61, -1.80, 1.43, -0.90
200, -10.53, 0.22, 3.66, -1.63, 0.64, -1.79
250, -5.71, -0.69, 2.06, -1.25, 0.74, -2.16
300, -2.95, -2.56, -3.02, -0.73, 0.48, -1.97
350, -1.35, -4.05, -11.09, 1.13, 1.10, -1.52
400, -0.32, -0.70, -1.05, 2.80, 0.05, -0.98
450, 0.46, -0.28, 4.61, 2.89, -0.74, -0.24
500, 5.57, -0.98, 13.09, 2.23, -0.89, 0.65
550, 3.32, 0.05, 14.13, 1.53, -0.48, 2.02
600, -3.93, 0.45, 17.88, 0.80, -0.29, 2.35
650, -8.49, 0.41, 18.90, -0.50, -0.20, 2.01
700, -12.72, 2.41, 18.61, -1.35, 0.15, 1.48
750, -18.84, 3.51, 10.79, -2.25, 0.81, 0.10
800, -10.95, 0.82, 3.78, -1.96, 0.64, -1.32
850, -7.16, -1.62, -2.05, -1.22, 0.43, -1.40
900, -7.21, -2.61, -7.85, 0.53, 0.45, -1.43
950, -0.61, -0.84, 8.10, 1.10, -0.79, -1.32
