Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.19, 3.25, 10.96, -0.87, 0.40, 2.12
50, -4.33, 1.72, 8.72, -1.00, -0.17, 2.28
100, -14.73, 7.57, 17.41, -1.62, -0.45, 2.48
150, -18.96, 6.61, 10.15, -2.93, 0.33, 0.03
200, -11.25, 3.47, 5.44, -2.35, 1.30, -1.77
250, -8.39, 2.86, 5.16, -2.23, 0.66, -2.38
300, -6.99, 0.50, -0.17, -1.83, 0.46, -2.76
350, -3.01, -2.07, -3.40, -0.40, 0.65, -2.88
400, 0.81, -4.32, -4.04, 0.92, 1.84, -2.38
450, -2.35, -2.68, 0.63, 2.31, 1.12, -1.26
500, 0.75, -2.97, 0.68, 3.03, 1.64, -0.82
550, 3.30, -1.20, 2.24, 3.58, 1.05, 0.85
600, -3.67, 3.89, 14.87, 2.96, 0.75, 1.97
650, -3.89, 2.77, 9.62, 1.85, 0.29, 2.29
700, -8.18, 5.24, 15.40, 1.12, -0.06, 2.33
750, -7.00, 4.84, 12.89, -0.16, -0.03, 2.25
800, -7.46, 5.29, 13.77, -1.01, -0.63, 2.07
850, -7.09, 6.05, 11.26, -1.90, -0.64, 2.29
900, -17.17, 7.82, 14.14, -2.45, -0.19, 1.06
950, -14.81, 6.41, 6.71, -3.24, -0.04, -0.68
