Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.75, -0.31, 9.82, 0.22, 0.34, 0.46
50, -3.35, 0.64, 11.24, -0.24, 0.52, 1.05
100, -4.17, 0.12, 12.34, -0.52, 0.61, 1.15
150, -10.42, 1.88, 12.38, -1.40, 0.89, 1.22
200, -11.10, 1.61, 12.33, -2.12, 0.13, 0.41
250, -10.16, 1.28, 7.02, -2.30, 0.75, 0.06
300, -14.88, 0.68, 3.72, -1.85, 1.27, -1.15
350, -9.88, -0.42, 2.69, -1.46, 0.43, -1.92
400, -6.28, -1.97, -0.57, -0.94, 0.67, -2.19
450, -0.59, -4.10, -5.17, 0.04, 0.47, -1.84
500, -2.96, -3.19, -7.00, 2.27, 0.36, -0.91
550, -1.09, -0.53, 4.24, 3.09, -0.09, -0.52
600, 0.31, -0.26, 10.01, 2.60, -0.63, 0.31
650, -0.73, -0.14, 12.23, 1.94, -0.18, 0.82
700, -0.80, -0.29, 13.92, 1.20, 0.34, 1.74
750, -7.79, -0.31, 10.21, 0.62, -0.16, 1.87
800, -5.05, 0.49, 15.07, 0.10, 0.28, 1.32
850, -6.94, 1.05, 14.05, -0.83, 0.49, 1.58
900, -13.65, 2.50, 12.87, -1.52, 0.18, 1.11
950, -14.05, 2.54, 7.78, -2.01, 0.31, -0.01
