Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.26, -0.54, 7.87, 0.00, -0.01, -0.02
50, -5.11, -0.64, 7.66, -0.01, -0.00, 0.07
100, -3.20, -0.73, 11.57, -0.06, 0.26, 0.15
150, -5.46, -0.88, 13.93, -0.94, 0.51, 0.42
200, -6.13, -1.86, 8.28, -1.13, 0.73, 0.48
250, -13.62, 0.53, 10.03, -1.20, 0.62, 0.37
300, -15.31, 0.62, 7.78, -1.33, 0.46, -0.81
350, -10.36, -0.36, 3.09, -1.24, 0.23, -1.40
400, -6.70, -1.03, 0.57, -0.56, 0.18, -1.66
450, -3.93, -1.26, 0.41, -0.03, 0.11, -1.55
500, -0.42, -2.19, -1.08, 0.69, 0.23, -1.18
550, 1.41, -2.54, 0.35, 1.30, 0.07, -0.36
600, -0.14, -2.24, 3.49, 1.60, -0.61, 0.35
650, 1.74, -1.62, 8.71, 1.52, -0.55, 0.85
700, -1.31, -0.82, 11.98, 1.19, -0.32, 1.24
750, -4.19, -0.57, 15.68, 0.65, -0.16, 1.53
800, -9.30, -0.37, 16.97, -0.15, -0.08, 1.40
850, -12.73, 0.28, 15.06, -0.87, 0.38, 0.98
900, -14.09, 1.02, 11.62, -1.39, 0.50, 0.14
950, -12.71, -0.94, 3.35, -1.36, -0.11, -0.56
