Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.72, 6.71, 23.32, -0.47, 0.57, 3.47
50, -16.19, 4.39, 14.95, -1.94, 0.33, 1.58
100, -7.57, 4.66, 16.63, -2.66, 1.18, 0.46
150, -13.14, 4.66, 9.50, -3.72, 0.94, -0.53
200, -11.55, 1.47, -1.11, -3.19, 0.31, -1.82
250, -4.12, -1.00, 1.80, -1.60, 0.95, -2.65
300, -2.38, -3.09, 0.74, -1.17, 1.23, -2.13
350, -2.44, -5.09, -8.94, 0.75, 1.43, -2.25
400, 1.01, -3.35, -8.02, 3.32, 2.22, -1.38
450, 0.74, 0.84, 3.10, 4.37, 0.22, -0.58
500, 12.85, 2.16, 11.21, 4.29, -1.21, 1.35
550, -0.30, 6.13, 20.63, 2.80, -0.32, 3.26
600, -3.94, 3.46, 11.81, 1.70, -1.05, 2.56
650, -4.04, 5.80, 23.95, 0.40, -1.30, 2.46
700, -3.99, 5.36, 20.33, -1.17, -1.38, 2.17
750, -10.35, 5.93, 16.24, -2.19, -0.84, 1.61
800, -7.30, 4.72, 11.15, -3.06, -0.20, 0.02
850, -3.58, -1.57, -6.14, -1.43, 0.26, -0.37
900, -6.05, -0.34, 6.56, -0.00, -0.26, -0.69
950, 0.99, -1.38, 7.94, 0.47, -0.14, -1.06
