Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -18.90, 3.74, 7.16, -2.96, 0.10, 0.62
50, -15.35, 1.02, 2.47, -2.21, 0.63, -1.29
100, -9.13, -1.07, 2.83, -1.28, 0.73, -2.08
150, -7.64, -1.61, 3.22, -0.94, 0.44, -2.15
200, -5.04, -3.07, -1.12, -0.14, 0.85, -2.42
250, 0.51, -3.72, -1.40, 1.02, 1.41, -1.78
300, -0.20, -2.97, -3.48, 2.46, 1.60, -0.83
350, -1.32, 0.66, -3.07, 3.83, 1.42, 0.35
400, -5.04, 1.74, 11.51, 3.49, 0.00, 0.58
450, 6.85, 1.07, 13.29, 2.49, 0.13, 1.64
500, -6.96, 3.46, 14.76, 0.73, -0.07, 2.77
550, -7.27, 3.32, 14.94, 0.27, -0.05, 2.58
600, -5.99, 4.83, 17.26, -1.17, -0.21, 2.49
650, -13.58, 7.26, 14.89, -2.57, -0.43, 2.88
700, -22.75, 7.37, 8.41, -3.12, -0.43, 0.70
750, -15.33, 4.82, 1.70, -2.78, 0.02, -1.57
800, -7.23, 1.37, 0.59, -1.51, 0.29, -2.48
850, -4.38, -0.32, 0.13, -0.75, 0.09, -2.37
900, -1.24, -3.06, -5.56, 0.55, 0.08, -1.96
950, -0.49, -1.47, 0.98, 2.84, -0.05, -1.22
