Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -15.02, 5.39, 15.37, -1.64, 0.25, 1.16
50, -8.81, 6.48, 15.12, -3.11, 0.00, 0.29
100, -15.39, 5.54, 4.75, -3.46, 0.45, -0.39
150, -17.15, 4.93, 2.98, -2.71, 1.02, -2.48
200, -6.79, 1.92, 0.10, -1.77, 0.96, -3.49
250, -0.32, -2.41, -3.73, -0.83, 1.06, -3.01
300, 1.44, -5.11, -4.56, 1.05, 1.69, -1.77
350, -1.44, -4.54, -6.47, 2.35, 1.84, -0.67
400, -3.86, -0.28, -0.79, 4.09, 0.30, 0.27
450, -0.55, 0.08, 13.90, 3.33, -0.41, 0.52
500, 3.81, 0.95, 17.11, 1.61, -0.18, 2.13
550, -3.90, 2.08, 12.30, 0.65, -0.01, 3.02
600, -14.36, 4.75, 19.64, -0.82, -0.88, 2.20
650, -11.13, 4.09, 15.95, -2.32, -1.68, 1.49
700, -14.42, 3.71, 10.81, -3.00, -1.78, 0.53
750, -13.63, 2.54, 3.56, -3.03, -0.92, -0.89
800, -8.36, -0.77, -1.37, -1.62, -0.56, -2.02
850, -1.75, -2.86, -6.31, -0.24, -0.01, -2.14
900, -1.40, -2.16, -2.39, 2.72, -0.89, -1.67
950, 9.73, -1.05, 22.37, 1.34, -0.36, -0.67
