Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.87, 0.68, 16.28, 0.92, -0.06, 0.74
50, -4.99, 0.78, 16.26, -0.80, 0.77, 1.52
100, -9.99, 1.03, 12.80, -1.61, 0.50, 1.41
150, -10.08, 3.50, 11.99, -2.69, 0.39, 1.32
200, -19.43, 3.70, 6.93, -3.04, 0.60, -0.01
250, -13.82, 0.80, 1.02, -2.30, 0.66, -1.50
300, -9.33, 0.19, 2.96, -1.65, 0.61, -2.17
350, -8.09, -0.94, -0.69, -1.38, 0.91, -2.66
400, -4.91, -2.63, -5.59, -0.32, 0.64, -2.79
450, 0.22, -3.74, -3.87, 0.97, 0.73, -2.38
500, -1.22, -3.47, -2.86, 1.71, 0.83, -1.39
550, 0.48, -3.98, -3.76, 3.13, 0.43, -1.16
600, 10.21, -1.04, 3.84, 4.26, 0.53, 0.69
650, 2.49, 1.95, 14.32, 3.18, 0.98, 2.83
700, -8.15, 4.75, 16.26, 1.77, 0.48, 3.45
750, -4.33, 4.90, 24.63, 0.36, 0.43, 3.30
800, -21.90, 6.60, 20.46, -2.40, 0.11, 2.86
850, -22.39, 5.83, 11.31, -3.42, -0.21, 0.39
900, -16.31, 4.18, 1.75, -3.53, 0.64, -1.38
950, -9.27, 0.09, -4.35, -1.97, 0.73, -2.74
