Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.49, 3.64, 11.70, -0.84, 0.77, 2.74
50, -14.60, 2.42, 11.60, -0.87, 0.62, 1.16
100, -7.99, 2.93, 16.36, -1.88, 1.02, 0.41
150, -14.68, 3.94, 10.98, -2.85, 1.26, -0.36
200, -14.84, 2.85, 3.31, -2.58, 0.93, -1.94
250, -7.08, 0.43, 0.59, -1.69, 1.03, -3.03
300, -0.60, -1.78, 1.15, -0.98, 0.97, -2.51
350, -1.93, -4.43, -5.32, -0.03, 1.03, -2.01
400, 0.49, -4.64, -8.58, 2.34, 1.15, -0.98
450, -0.40, -1.49, -2.66, 3.88, 0.75, -0.18
500, -1.72, 0.96, 15.05, 3.57, -1.41, 0.61
550, 6.61, -0.20, 15.12, 1.63, -0.52, 1.66
600, -0.53, 1.44, 14.12, 0.87, -0.36, 2.92
650, -14.61, 3.73, 17.06, 0.14, -0.26, 2.62
700, -8.82, 1.56, 15.87, -0.96, -0.08, 1.12
750, -10.57, 1.42, 10.51, -1.66, 0.10, 1.05
800, -14.31, 2.17, 9.72, -1.90, 0.16, -0.06
850, -9.43, 0.46, 4.11, -1.69, 0.38, -1.10
900, -7.80, -0.92, 4.95, -1.35, -0.09, -1.35
950, -4.79, -2.46, -1.10, -0.63, 0.06, -1.37
