Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -10.63, 0.71, 13.43, -0.91, 0.17, 1.44
50, -8.26, 1.14, 10.79, -1.75, 0.68, 0.88
100, -13.11, 0.73, 9.70, -1.75, 1.08, 0.11
150, -10.88, 0.15, 5.02, -2.01, 0.48, -0.46
200, -10.06, -0.81, 2.04, -1.28, 0.64, -1.22
250, -8.07, -0.72, 2.38, -0.91, 0.33, -1.66
300, -3.11, -2.34, -1.05, -0.26, 0.27, -1.74
350, -1.71, -2.82, -2.05, 0.78, 0.12, -1.21
400, -2.30, -1.96, 1.68, 1.33, -0.20, -0.83
450, 0.08, -2.31, 2.78, 1.84, -0.26, -0.45
500, -1.46, -1.75, 8.11, 1.99, -0.60, -0.01
550, 0.12, -1.18, 11.93, 1.69, -0.68, 0.58
600, 0.01, -1.67, 11.65, 1.29, -0.55, 0.78
650, 0.74, -1.12, 14.74, 0.99, -0.04, 1.53
700, -7.57, -0.34, 15.07, 0.26, 0.13, 1.58
750, -6.70, -0.28, 15.36, -0.40, 0.59, 1.20
800, -10.71, 1.47, 13.17, -1.10, 0.73, 1.05
850, -12.71, 1.27, 8.36, -1.43, 0.54, 0.32
900, -10.08, 0.60, 7.75, -1.44, 0.45, -0.48
950, -7.80, -0.42, 3.23, -1.27, 0.36, -0.70
