Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.31, -0.67, 7.55, -0.10, 0.54, 0.30
50, -1.26, -0.62, 10.26, -0.18, 0.57, 0.69
100, -2.24, 0.23, 11.79, -0.69, 0.59, 1.43
150, -6.94, 0.95, 11.50, -1.26, 0.62, 1.80
200, -12.33, 1.68, 12.75, -1.91, 0.76, 1.10
250, -12.32, 3.51, 11.10, -2.86, 0.39, 0.21
300, -13.12, 1.30, 3.62, -2.71, 1.15, -1.19
350, -8.13, -1.59, -0.02, -1.46, 1.68, -2.00
400, -8.75, -1.63, 3.09, -0.94, 0.81, -2.08
450, -7.14, -2.80, 0.16, -0.42, 1.20, -2.40
500, -8.41, -3.17, -3.96, 0.73, 2.17, -2.94
550, 4.09, -5.39, -2.26, 1.52, 1.12, -2.17
600, 6.26, -6.29, -7.73, 2.95, 2.03, -0.33
650, -2.75, -0.83, 5.64, 3.50, 0.30, 1.31
700, -0.73, -0.26, 6.75, 2.83, -1.16, 1.80
750, -5.41, 2.04, 15.21, 2.76, -1.24, 2.05
800, 0.32, 2.11, 17.99, 1.18, -0.46, 2.44
850, -4.42, 3.23, 16.62, -0.07, -0.17, 2.97
900, -11.26, 3.73, 12.08, -1.05, 0.14, 2.70
950, -15.10, 3.18, 14.78, -1.46, -0.56, 1.41
