Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.06, 0.71, 10.08, 0.21, 0.34, 0.20
50, -0.52, 0.60, 12.33, -0.21, 0.82, 0.85
100, -2.54, 0.89, 9.77, -1.31, 0.52, 1.89
150, -9.25, 4.11, 15.41, -1.94, 0.93, 2.02
200, -12.80, 7.02, 11.92, -3.44, 0.71, 1.64
250, -24.80, 4.92, -0.47, -3.40, 1.29, -0.55
300, -13.62, 1.82, -1.93, -1.85, 1.01, -2.73
350, -9.98, 0.60, 1.22, -1.14, 0.11, -2.94
400, -6.66, -1.99, -3.52, -0.25, 0.70, -3.26
450, -2.38, -2.78, -0.05, 0.63, 0.64, -3.01
500, 1.25, -5.00, -1.63, 1.04, 1.00, -2.04
550, -0.26, -5.14, -7.00, 2.54, 1.58, -1.12
600, 0.09, -2.09, 2.25, 3.62, 1.58, -0.05
650, 1.01, -1.10, 2.08, 3.41, 1.07, 1.02
700, 3.60, 2.69, 14.57, 2.86, 0.29, 2.62
750, -2.74, 5.83, 14.39, 1.28, 0.21, 4.06
800, -9.53, 5.74, 13.35, 0.28, -0.17, 3.97
850, -16.66, 7.29, 16.56, -0.80, -0.24, 2.79
900, -15.09, 7.13, 16.26, -2.38, -0.21, 1.45
950, -14.77, 6.83, 9.39, -3.28, 0.06, 0.32
