Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.02, 1.00, 11.43, -0.56, 0.55, 2.23
50, -4.92, 3.58, 18.65, -1.45, 1.18, 2.42
100, -19.04, 4.77, 9.36, -2.60, 2.38, 0.85
150, -16.06, 1.67, 4.32, -2.31, 1.72, -1.45
200, -10.29, 0.62, 2.70, -1.72, 1.17, -2.61
250, -6.40, -1.36, 0.75, -1.05, 0.50, -2.55
300, -4.64, -2.55, 0.33, -0.46, 0.42, -2.55
350, 1.28, -5.17, -2.60, 0.45, 0.55, -1.81
400, -2.12, -6.02, -10.86, 1.62, 0.44, -0.87
450, 0.00, -0.85, -4.01, 4.16, -0.77, -0.29
500, 0.62, 1.26, 15.03, 3.59, -1.51, 0.14
550, 6.76, 1.07, 18.34, 2.33, -1.00, 1.44
600, 1.89, 1.91, 19.24, 0.79, 0.73, 2.38
650, -7.79, 1.65, 15.39, -0.12, 0.19, 2.12
700, -8.90, 1.78, 17.48, -1.18, 0.13, 1.54
750, -8.23, 1.60, 11.60, -2.02, 0.76, 1.22
800, -16.72, 2.27, 8.79, -2.36, 0.75, -0.05
850, -10.28, -0.12, 2.58, -2.02, 0.34, -1.54
900, -6.77, -1.92, 2.88, -1.17, 0.23, -1.71
950, -2.90, -3.61, 1.07, -0.63, 0.10, -1.49
