Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.42, -0.11, 14.22, -1.71, 0.53, 0.52
50, -7.86, -1.25, 7.79, -1.97, 0.79, 0.32
100, -12.62, -1.00, 6.52, -1.80, 0.94, -0.12
150, -11.87, -1.59, 5.41, -1.60, 0.75, -1.26
200, -7.40, -3.54, 0.40, -1.23, 0.54, -1.38
250, -4.21, -4.82, -2.14, -0.12, 0.70, -1.25
300, -6.08, -3.96, -4.58, 1.30, 1.41, -0.79
350, -5.77, -2.05, -2.58, 2.44, 0.76, -0.79
400, -1.55, -1.16, 2.73, 2.45, -0.34, -0.36
450, 4.43, -1.36, 7.72, 2.71, -0.30, 0.59
500, -3.37, -0.23, 11.80, 1.63, -0.51, 1.79
550, -2.66, -0.87, 8.30, 1.17, -0.26, 1.72
600, -5.54, 1.33, 15.20, 0.65, 0.00, 2.03
650, -9.00, 2.21, 11.83, -0.44, -0.39, 1.88
700, -11.89, 3.21, 14.41, -0.72, -0.46, 1.61
750, -13.73, 5.16, 16.24, -2.10, -0.31, 0.78
800, -14.02, 3.84, 7.35, -2.56, 0.09, -0.36
850, -12.30, 2.47, 4.94, -2.55, 0.03, -1.32
900, -7.47, -0.33, -0.24, -1.78, 0.40, -2.08
950, -3.02, -2.11, -0.77, -0.95, 0.15, -1.92
