Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.42, -0.33, 13.33, -0.13, 0.75, 0.55
50, 0.92, 0.80, 12.90, -1.12, 1.70, 1.82
100, -19.22, 1.22, 8.65, -1.58, 1.15, 1.64
150, -14.97, 3.62, 13.11, -2.35, 0.40, -0.52
200, -11.81, 1.47, 5.22, -2.90, 0.40, -1.48
250, -6.84, -1.98, -1.02, -1.89, 1.16, -2.16
300, -5.59, -2.85, 1.54, -1.02, 0.82, -2.15
350, -5.99, -4.29, -1.95, -0.30, 1.38, -2.12
400, -1.39, -5.16, -0.70, 0.85, 1.82, -1.94
450, -1.66, -5.79, -4.05, 1.52, 1.54, -1.05
500, -2.78, -4.83, -2.08, 2.90, 1.35, -0.36
550, -0.80, -2.99, 4.76, 2.91, 0.52, 0.47
600, -5.18, -2.83, 10.70, 2.16, -0.32, 0.98
650, 0.61, -1.50, 9.85, 1.63, -0.56, 1.67
700, -1.42, -0.43, 10.09, 1.21, -0.80, 2.16
750, -5.00, 2.77, 15.89, 0.52, -0.57, 2.85
800, -9.09, 2.45, 11.26, -0.60, 0.18, 2.60
850, -14.51, 2.03, 11.31, -0.83, 0.22, 1.58
900, -9.27, 2.80, 11.40, -1.75, 0.15, 0.84
950, -14.28, 1.79, 7.09, -1.98, -0.23, 0.04
