Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 2.14, 0.68, 12.50, -0.40, 0.66, 1.99
50, -12.87, 1.91, 9.82, -0.80, 0.46, 2.21
100, -12.87, 1.69, 12.08, -1.29, 0.49, 0.54
150, -7.32, 0.84, 8.19, -1.77, 0.60, 0.32
200, -14.36, 0.86, 8.15, -1.72, 0.56, -0.27
250, -12.17, 0.92, 5.80, -1.77, 0.82, -1.31
300, -9.70, -0.53, 3.19, -1.48, 0.49, -2.00
350, -5.01, -2.15, -0.12, -0.91, 0.47, -2.05
400, -1.70, -3.48, -2.46, 0.09, 0.58, -1.70
450, -4.51, -3.72, -11.84, 2.58, 0.72, -1.15
500, -3.69, 0.45, 5.84, 3.53, -0.14, -0.87
550, 3.90, -1.28, 13.68, 2.34, -0.23, -0.09
600, 6.62, -1.59, 6.92, 1.68, 0.36, 1.69
650, -6.13, 1.21, 10.53, 1.24, 0.02, 2.58
700, -7.31, 2.05, 13.16, 0.77, -0.05, 1.90
750, -5.99, 2.75, 12.99, -0.00, -0.18, 2.17
800, -15.01, 3.76, 14.12, -0.49, 0.20, 1.46
850, -9.77, 3.90, 14.82, -1.68, 0.22, 0.37
900, -10.99, 2.23, 5.59, -2.08, -0.17, 0.24
950, -13.93, 2.92, 7.05, -2.06, 0.08, -0.86
