Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.72, -1.86, 7.01, 1.09, 1.61, 0.92
50, -6.40, 2.65, 16.54, 0.61, 0.81, 1.59
100, -6.35, 2.52, 8.87, -0.49, 1.00, 1.61
150, -12.35, 4.94, 17.44, -1.21, 0.36, 0.90
200, -17.51, 7.97, 15.10, -3.10, 0.69, -0.57
250, -11.48, 6.53, 3.96, -4.20, 0.30, -2.41
300, -7.71, 2.99, -1.34, -3.60, 1.60, -3.39
350, 1.07, -3.67, -10.43, -1.78, 1.44, -2.73
400, -5.14, -4.96, -9.64, 0.81, 0.91, -2.46
450, -0.70, -4.00, -8.00, 3.15, 1.93, -1.99
500, 9.30, -2.69, -0.54, 4.37, 1.72, -0.33
550, 2.89, 2.41, 5.52, 4.37, 0.15, 2.24
600, 0.18, 3.18, 14.71, 3.79, 0.05, 2.26
650, -3.11, 6.24, 21.61, 1.87, -0.75, 3.23
700, -4.72, 5.95, 17.27, 0.44, -0.50, 3.49
750, -9.13, 8.60, 26.20, -1.55, -0.84, 3.19
800, -20.63, 10.41, 17.96, -3.52, -0.50, 1.85
850, -22.52, 8.89, 6.00, -4.26, 0.90, -1.19
900, -4.72, 2.73, -3.86, -3.06, 0.26, -2.80
950, -4.19, -4.19, -15.50, -0.58, -0.15, -2.26
