Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.25, -2.14, 9.38, 0.01, 0.13, 0.05
50, -0.80, -2.09, 9.62, 0.03, 0.37, 0.28
100, -2.29, -2.10, 12.14, -0.34, 0.43, 0.58
150, -3.27, -2.58, 10.57, -0.48, 0.51, 0.64
200, -5.28, -1.90, 11.43, -0.79, 0.49, 0.87
250, -11.51, -0.73, 12.01, -1.11, 0.30, 0.42
300, -9.91, -1.08, 10.54, -1.36, 0.33, -0.57
350, -5.97, -1.94, 7.95, -1.50, 0.29, -0.89
400, -6.91, -2.13, 4.85, -1.37, 0.48, -1.20
450, -4.24, -2.79, 2.84, -0.97, 0.60, -1.44
500, -2.92, -4.14, -1.35, -0.11, 0.70, -1.46
550, -2.83, -3.41, 1.65, 0.79, 0.69, -1.22
600, -2.07, -3.75, 0.94, 1.45, 0.65, -1.10
650, 2.28, -4.26, 3.11, 1.45, -0.77, -0.41
700, -0.79, -2.71, 8.20, 1.86, -1.05, -0.03
750, 2.91, -3.15, 9.64, 1.43, -0.53, 0.18
800, -0.48, -3.11, 8.83, 1.36, -0.57, 0.69
850, 0.65, -2.52, 12.64, 1.22, -0.49, 0.78
900, -0.39, -2.40, 14.34, 0.80, -0.25, 1.09
950, -1.97, -1.26, 17.04, 0.19, -0.17, 1.29
