Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.54, -1.08, 7.70, 0.96, 0.54, 0.06
50, 0.41, -0.04, 17.12, 0.44, 0.66, 1.38
100, -7.69, 1.11, 10.87, -0.56, 0.64, 2.18
150, -9.65, 1.81, 16.29, -1.06, 0.39, 1.49
200, -12.38, 3.71, 14.05, -2.59, 0.46, 1.20
250, -16.68, 2.90, 5.87, -2.85, 0.73, -0.14
300, -13.32, 1.28, 1.59, -2.26, 0.73, -1.93
350, -6.50, -0.33, 0.88, -1.40, 0.70, -2.46
400, -7.36, -1.24, -1.84, -0.63, 0.79, -2.45
450, -0.63, -2.64, -5.94, 0.53, 0.92, -2.67
500, 0.81, -2.64, -3.98, 2.09, 0.28, -1.44
550, -0.24, -2.13, 2.98, 2.41, 0.06, -0.91
600, 0.21, -1.69, 4.70, 2.36, -0.24, -0.10
650, 2.27, -0.78, 10.81, 2.44, -0.77, 0.67
700, -0.59, 0.17, 14.27, 1.65, -0.76, 1.06
750, 5.29, -1.40, 16.40, 1.15, -0.11, 1.70
800, -9.56, 0.12, 18.49, -0.03, 0.03, 2.40
850, -13.33, 0.03, 16.44, -0.69, 0.05, 1.31
900, -12.54, 0.94, 12.67, -1.58, 0.42, 0.39
950, -12.26, 0.48, 7.62, -1.71, 0.40, -0.61
