Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.95, -1.74, 5.37, 0.78, 0.53, -0.23
50, 4.46, -2.73, 7.69, 1.06, 0.58, 0.68
100, 0.71, -0.10, 11.08, 0.74, 0.26, 2.46
150, -6.26, 3.32, 18.09, -0.47, -0.82, 2.99
200, -10.35, 4.22, 15.74, -1.45, -0.77, 2.52
250, -17.09, 6.22, 13.88, -2.27, 1.20, 0.79
300, -14.49, 4.12, 6.41, -2.61, 1.00, -1.23
350, -8.52, 2.94, 4.97, -2.38, 0.59, -1.93
400, -4.66, -0.00, 0.85, -1.97, 1.08, -2.18
450, -6.18, -1.03, -2.24, -1.24, 0.73, -2.28
500, 0.04, -3.95, -4.15, 0.37, 0.66, -1.93
550, 0.47, -4.19, 0.03, 1.17, 0.91, -0.97
600, -6.02, -3.01, -2.57, 2.48, 0.38, -0.43
650, -0.22, -1.90, 6.00, 2.95, -0.43, -0.48
700, 4.76, -2.08, 13.14, 2.32, -0.28, 0.72
750, 0.49, -1.29, 9.81, 1.72, 0.25, 1.85
800, -4.34, 1.37, 16.76, 1.23, 0.10, 2.12
850, -7.00, 1.53, 15.88, 0.20, 0.19, 1.84
900, -9.17, 1.98, 14.90, -0.72, 0.23, 1.76
950, -14.30, 3.92, 14.37, -1.76, 0.72, 0.99
