Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.49, 0.19, 11.20, -0.78, 0.70, 1.57
50, -10.45, 1.13, 15.01, -1.49, 0.24, 1.10
100, -12.16, 1.02, 10.69, -1.97, 0.85, 0.33
150, -12.43, 0.44, 6.91, -2.06, 0.74, -0.60
200, -11.38, -0.11, 4.21, -1.75, 0.54, -1.30
250, -9.45, -0.60, 1.57, -1.36, 0.50, -1.80
300, -5.37, -1.88, -1.85, -0.71, 0.32, -2.12
350, -2.54, -3.40, -5.77, 0.62, 0.59, -1.98
400, 1.81, -2.66, -0.71, 1.71, 0.57, -1.30
450, -1.22, -1.98, 3.67, 2.02, -0.12, -0.58
500, 0.40, -2.49, 2.81, 2.28, -0.13, -0.06
550, -0.38, -1.28, 9.16, 2.38, -0.28, 0.42
600, -3.04, -0.77, 10.95, 2.14, 0.32, 0.83
650, 2.98, -1.35, 15.13, 1.28, 0.34, 0.92
700, -2.71, 0.43, 14.13, 0.82, 0.49, 2.29
750, -11.65, 2.86, 18.02, -0.29, 0.30, 2.09
800, -14.43, 3.01, 14.72, -1.26, 0.56, 1.08
850, -12.61, 2.23, 10.13, -1.83, 0.40, 0.21
900, -12.66, 0.92, 5.16, -1.95, 0.17, -0.43
950, -10.99, 0.05, 4.24, -1.44, 0.01, -1.13
