Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 1.86, -0.49, 13.77, -0.86, 0.82, 2.16
50, -11.29, 1.91, 16.42, -1.77, 1.43, 1.85
100, -12.84, 3.73, 10.85, -3.04, 1.26, 0.66
150, -13.38, -0.53, 1.68, -2.34, 1.70, -1.03
200, -9.71, -1.23, 4.13, -1.74, 1.04, -1.77
250, -7.47, -1.83, 2.40, -1.22, 1.18, -2.20
300, -6.14, -3.28, -1.68, -0.66, 1.00, -2.38
350, -0.76, -5.37, -6.67, 0.78, 0.75, -1.99
400, 1.30, -4.13, -2.93, 2.23, 0.95, -0.98
450, 0.28, -3.12, -1.92, 3.32, 0.25, -0.04
500, 3.12, -0.54, 4.37, 4.24, -0.45, 0.92
550, 7.96, 2.10, 26.59, 2.72, -1.43, 2.73
600, -8.11, 2.44, 16.12, 0.19, 0.16, 3.07
650, -12.53, 2.19, 18.13, -0.50, -0.17, 1.92
700, -11.87, 1.95, 16.86, -2.01, -0.33, 1.00
750, -15.55, 1.60, 8.08, -2.55, -0.12, -0.13
800, -11.96, 0.09, -0.96, -1.94, 0.20, -1.87
850, -3.10, -2.86, -0.95, -0.60, 0.16, -2.00
900, 0.02, -4.88, -4.18, 0.75, 0.12, -1.10
950, -2.38, -3.11, 5.65, 2.05, -0.66, -0.28
