Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -15.77, 4.16, 13.93, -2.47, 0.69, 1.32
50, -13.44, 1.13, 4.48, -2.75, 0.43, -0.05
100, -11.37, -1.43, 1.90, -1.98, 0.78, -0.85
150, -11.83, -1.62, 5.34, -1.23, 0.64, -1.28
200, -10.96, -1.36, 3.40, -1.23, 0.82, -1.78
250, -8.04, -2.67, -0.14, -0.68, 0.50, -2.10
300, -3.93, -3.64, -2.82, 0.10, 0.61, -2.09
350, -1.70, -4.00, -2.59, 1.26, 0.93, -1.70
400, -2.19, -3.22, -4.72, 2.64, 1.38, -1.08
450, 1.51, -1.60, -1.52, 3.91, 1.37, -0.30
500, -1.61, 1.35, 13.63, 3.04, 0.31, 0.99
550, -3.80, 0.05, 12.41, 1.85, 0.43, 1.31
600, 1.40, -0.31, 10.30, 1.10, 0.38, 1.95
650, -8.06, 2.10, 14.05, 0.14, 0.04, 2.71
700, -11.55, 1.57, 11.80, -0.52, -0.13, 2.28
750, -13.31, 2.14, 14.08, -1.35, -0.26, 1.39
800, -14.03, 2.31, 7.97, -2.08, -0.48, 0.88
850, -16.25, 2.63, 7.54, -2.27, -0.41, -0.44
900, -9.99, 0.89, 2.29, -2.16, -0.58, -1.27
950, -9.28, -0.65, 1.47, -1.32, -0.50, -1.61
