Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.77, 0.46, 12.07, -1.09, 0.66, 0.61
50, -9.76, -0.39, 8.58, -1.43, 0.46, 0.24
100, -7.59, -0.39, 8.59, -1.52, 0.53, 0.08
150, -13.51, 0.79, 9.45, -1.67, 1.13, -0.61
200, -10.88, -0.83, 2.44, -1.81, 0.67, -1.39
250, -8.64, -2.48, 0.97, -1.09, 0.26, -1.68
300, -5.39, -3.65, 0.18, -0.45, 0.11, -1.87
350, -1.90, -5.61, -6.67, 0.56, 0.62, -1.37
400, -0.63, -4.16, -0.18, 2.08, -0.10, -0.82
450, 0.91, -3.12, 2.10, 2.31, -0.60, 0.14
500, 1.33, -1.15, 10.95, 2.11, -0.84, 0.72
550, 1.27, -0.93, 11.58, 1.30, -0.21, 1.70
600, -8.19, -0.86, 13.80, 0.54, -0.47, 1.62
650, -5.09, -1.42, 14.03, -0.04, 0.16, 1.30
700, -9.00, -1.02, 13.04, -0.84, 0.16, 1.20
750, -13.86, -0.45, 9.59, -1.20, 0.25, 0.63
800, -12.66, -0.06, 8.55, -1.31, 0.54, -0.45
850, -9.00, -1.54, 2.94, -1.24, 0.33, -1.03
900, -6.95, -2.75, 0.29, -0.56, 0.05, -1.02
950, -4.59, -3.10, -0.14, 0.24, -0.10, -0.97
