Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.66, -4.12, -1.71, 0.52, 0.36, -0.19
50, -2.56, -1.84, 3.51, 2.08, 0.04, -0.05
100, 6.99, 0.03, 15.56, 1.44, 0.05, 1.30
150, 1.27, 3.86, 20.19, -0.19, 0.75, 3.14
200, -12.79, 4.02, 13.58, -1.54, 0.94, 3.19
250, -11.00, 5.56, 15.69, -2.67, 0.76, 2.01
300, -21.06, 5.54, 8.03, -3.35, 1.28, 0.57
350, -15.43, 1.16, -0.89, -2.36, 1.41, -1.58
400, -10.30, -0.09, 2.35, -1.42, 0.93, -2.17
450, -11.49, 0.06, 1.40, -1.15, 0.86, -2.66
500, -4.16, -1.64, -1.03, -0.75, 0.73, -3.00
550, 0.06, -4.19, -4.74, 0.38, 1.08, -2.39
600, -0.77, -3.91, 0.48, 1.12, 0.87, -1.42
650, -2.83, -4.26, -2.47, 1.69, 1.61, -1.16
700, 0.14, -4.23, 1.49, 2.17, 0.63, -0.50
750, -0.60, -3.36, 0.05, 2.70, 0.61, 0.47
800, -2.16, -1.20, 8.61, 2.95, -0.17, 0.83
850, 2.73, -0.71, 12.42, 2.07, -0.08, 1.87
900, -0.17, 2.03, 18.94, 1.11, 0.85, 3.23
950, -16.57, 2.11, 14.47, -0.49, 0.21, 3.00
