Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.24, -0.45, 15.16, -1.26, 0.33, 0.54
50, -11.66, 0.68, 6.28, -1.75, 0.96, 0.70
100, -14.97, 0.32, 6.32, -1.13, 0.69, -0.51
150, -11.33, 0.18, 7.36, -1.24, 0.42, -1.15
200, -8.39, -1.18, 1.55, -0.94, 0.58, -1.58
250, -4.15, -1.55, 1.53, -0.51, 0.56, -1.53
300, -8.35, -2.85, -7.58, 0.43, 0.46, -1.39
350, 1.06, -2.93, -6.81, 2.26, 0.43, -1.48
400, 3.48, -0.18, 5.84, 2.98, 0.03, 0.20
450, -2.63, 0.40, 11.03, 1.97, -0.30, 0.88
500, -4.13, 0.22, 7.24, 1.29, -0.42, 1.24
550, -2.96, 0.43, 14.56, 1.12, -0.76, 1.28
600, -5.58, 1.87, 20.76, -0.42, -0.45, 1.74
650, -14.14, 1.12, 13.38, -1.18, -0.11, 1.16
700, -13.25, 1.90, 13.07, -1.81, 0.26, 0.51
750, -15.54, 2.31, 8.77, -2.10, 0.34, -0.51
800, -12.66, 0.59, 0.39, -2.25, 0.12, -1.45
850, -6.30, -2.21, -5.82, -0.77, 0.48, -1.95
900, -0.04, -3.30, -3.73, 0.95, -0.14, -1.41
950, -1.12, -1.48, 3.84, 1.33, -0.47, -0.64
