Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.30, 0.77, 14.21, -0.34, 0.73, 1.68
50, -10.70, 1.58, 14.11, -1.17, 0.70, 0.87
100, -5.09, 0.49, 11.15, -1.97, 0.73, 0.41
150, -8.06, 0.60, 8.70, -2.30, 0.47, 0.58
200, -11.01, -0.11, 7.73, -2.11, 0.78, 0.05
250, -12.83, -0.41, 2.25, -1.70, 0.69, -0.94
300, -10.52, -0.93, 3.38, -0.84, 0.86, -1.66
350, -5.20, -2.04, 0.19, -0.41, 0.74, -2.07
400, -5.32, -2.99, -6.50, 1.40, 0.96, -1.93
450, 0.26, -1.93, 0.12, 2.21, 0.56, -1.60
500, 1.78, -1.20, 5.73, 2.64, -0.38, -0.64
550, 6.16, -2.20, 6.81, 2.17, -0.51, 0.43
600, 0.64, 0.12, 14.92, 1.77, -0.18, 2.06
650, -7.87, -0.60, 10.81, 0.94, -0.55, 1.78
700, -2.26, -0.20, 19.55, 0.55, -0.27, 1.20
750, -8.39, 0.64, 16.63, -0.84, 0.31, 1.67
800, -10.64, 0.41, 14.93, -1.44, 0.30, 0.86
850, -16.15, 3.13, 10.10, -2.23, 0.61, 0.22
900, -12.70, 0.05, -0.91, -1.63, 0.20, -1.34
950, -4.31, -1.30, 3.66, -0.70, 0.02, -1.47
