Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.31, -0.80, 6.97, 0.22, 0.01, -0.03
50, -1.62, -0.94, 8.15, 0.33, 0.12, 0.18
100, 2.03, -0.71, 11.62, 0.20, 0.63, 1.08
150, -5.21, 0.74, 10.95, -0.43, 0.84, 2.01
200, -10.83, 0.35, 8.91, -0.40, 0.41, 1.40
250, -9.54, 2.23, 14.59, -0.94, 1.36, 0.83
300, -16.05, 3.74, 10.43, -1.93, 1.46, -0.09
350, -13.35, 1.77, 5.31, -2.10, 0.46, -1.19
400, -8.98, 0.52, 3.61, -2.01, 0.10, -1.40
450, -9.75, -0.98, -2.01, -1.40, 0.46, -1.82
500, -5.83, -1.58, -2.32, -0.18, 0.38, -2.16
550, -0.78, -2.67, -2.68, 0.52, 0.34, -1.73
600, -3.62, -2.09, -4.87, 1.81, 0.42, -1.01
650, -4.19, -0.07, 3.89, 2.69, -0.46, -0.91
700, 2.30, -1.51, 5.76, 2.52, -0.39, -0.31
750, 6.42, -0.19, 14.72, 2.34, -0.44, 1.11
800, -0.45, 0.83, 14.03, 1.17, 0.28, 2.40
850, -7.09, 0.30, 12.50, 0.55, 0.06, 2.01
900, -5.00, 1.29, 18.03, -0.28, 0.45, 2.01
950, -14.25, 2.88, 14.38, -1.56, 0.08, 1.80
