Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.61, 1.08, 12.42, -0.27, 0.89, 1.69
50, -6.36, 1.31, 12.10, -0.90, 0.80, 2.01
100, -11.39, 4.56, 17.49, -2.04, 0.50, 1.78
150, -19.95, 5.16, 8.09, -3.03, 0.55, 0.21
200, -11.94, 0.66, 0.64, -1.94, 1.35, -1.82
250, -7.01, -0.39, 5.93, -1.43, 0.93, -1.93
300, -9.63, -1.57, 0.34, -1.30, 0.73, -1.96
350, -6.11, -3.03, -3.42, -0.20, 0.68, -2.17
400, -3.39, -3.33, -5.56, 1.00, 0.88, -2.04
450, 0.52, -2.49, -3.49, 2.58, 0.52, -1.29
500, 1.56, -0.71, 4.17, 2.64, -0.25, -0.19
550, 0.89, -0.02, 8.54, 2.65, -0.93, 0.62
600, -0.04, 0.72, 13.03, 1.71, -0.79, 1.26
650, -3.95, 0.66, 12.09, 1.09, -0.10, 1.52
700, -5.68, -0.12, 11.55, 0.68, -0.54, 1.32
750, -4.55, 0.28, 15.68, 0.06, -0.14, 1.23
800, -7.72, -0.21, 14.29, -0.49, -0.06, 1.15
850, -11.02, 1.29, 13.18, -1.22, -0.11, 0.96
900, -14.21, 1.52, 8.86, -1.26, 0.26, -0.07
950, -10.34, 0.26, 5.88, -1.42, -0.04, -0.78
