Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.90, -0.35, 6.61, 0.48, 0.19, 0.28
50, 0.82, 0.92, 13.38, 0.17, 0.11, 1.34
100, -7.83, 2.78, 12.35, -0.94, 0.08, 2.11
150, -11.00, 3.18, 16.18, -1.69, -0.11, 1.13
200, -8.18, 4.67, 11.66, -3.17, -0.07, 0.86
250, -15.67, 4.15, 5.29, -3.29, 0.02, -0.21
300, -15.29, 2.74, 2.49, -2.70, 0.26, -2.17
350, -3.98, -1.49, -1.45, -1.58, 0.96, -2.83
400, -3.30, -4.16, -1.83, -0.45, 1.36, -2.29
450, -3.17, -5.62, -5.88, 1.03, 1.59, -2.08
500, -0.37, -4.52, 0.56, 2.59, 1.59, -1.19
550, 0.79, -3.11, -1.64, 3.37, 1.67, 0.17
600, -2.53, 0.06, 10.16, 3.25, 0.19, 0.96
650, -3.29, 1.41, 13.13, 2.50, -0.44, 1.80
700, -0.43, 1.11, 13.53, 1.10, 0.13, 1.93
750, -9.39, 3.60, 16.97, -0.03, -0.32, 2.56
800, -11.90, 3.49, 14.58, -1.34, -0.72, 1.87
850, -10.91, 3.54, 14.36, -2.40, -1.64, 1.03
900, -15.95, 5.23, 11.34, -3.41, -2.12, 0.23
950, -12.95, 1.05, -4.61, -2.71, -0.51, -1.65
