Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.40, -1.43, 8.71, 0.01, 0.02, 0.03
50, -4.59, -1.44, 8.76, -0.04, 0.02, 0.04
100, -3.44, -1.56, 10.76, -0.20, 0.02, 0.12
150, -2.43, -1.96, 12.73, -0.59, 0.12, 0.23
200, -2.79, -2.82, 8.73, -0.79, 0.45, 0.78
250, -7.82, -1.72, 10.01, -0.79, 0.79, 0.68
300, -9.96, -1.73, 10.64, -0.90, 0.52, 0.25
350, -10.68, -1.58, 7.85, -1.00, 0.62, -0.34
400, -8.83, -1.89, 5.58, -0.90, 0.38, -0.92
450, -6.73, -2.17, 2.81, -0.53, 0.40, -1.04
500, -4.82, -2.43, 0.80, 0.14, 0.62, -1.22
550, -4.00, -2.63, -3.24, 1.25, 0.85, -1.05
600, -0.64, -1.32, 3.47, 1.56, 0.21, -0.60
650, -4.65, -1.01, 5.12, 1.56, 0.10, -0.18
700, -0.97, -2.11, 6.11, 1.56, -0.28, -0.13
750, 0.29, -1.57, 10.94, 1.42, -0.35, 0.67
800, -3.69, -0.93, 10.63, 1.06, -0.39, 0.95
850, -1.99, -0.85, 13.81, 0.68, -0.25, 1.09
900, -5.37, 0.06, 14.67, -0.03, -0.03, 1.41
950, -9.24, 0.88, 15.09, -0.61, -0.08, 1.15
