Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 4.03, -0.49, 10.94, 0.59, 0.20, 0.46
50, 3.04, 1.23, 14.50, 0.07, 0.82, 1.78
100, -6.43, 2.25, 12.57, -0.92, 0.77, 2.36
150, -11.20, 4.05, 15.55, -1.50, 1.10, 1.59
200, -13.09, 3.73, 11.67, -2.78, 0.93, 0.47
250, -15.79, 2.74, 7.75, -2.73, 1.03, -0.86
300, -12.12, 1.41, 2.04, -2.36, 1.17, -2.47
350, -5.77, -0.89, -0.43, -1.33, 0.83, -2.90
400, -2.59, -2.85, -4.57, -0.53, 0.17, -2.41
450, -2.75, -3.51, -14.04, 2.10, 0.06, -1.87
500, 1.17, 0.84, 0.03, 4.05, -0.13, -1.71
550, 7.17, 0.57, 13.34, 3.43, -1.22, -0.26
600, 11.99, -0.33, 12.44, 2.39, -0.70, 1.58
650, -0.66, 3.08, 18.00, 1.48, -0.10, 2.81
700, -4.07, 1.54, 16.30, 0.67, 0.09, 2.15
750, -4.80, 2.56, 20.98, -0.46, 0.53, 2.33
800, -13.87, 3.41, 14.72, -1.63, 0.83, 1.67
850, -15.48, 3.00, 10.15, -2.10, 1.27, -0.01
900, -13.00, 2.37, 4.87, -2.07, 0.98, -1.56
950, -7.45, -0.40, -0.94, -1.32, 0.28, -2.21
