Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.55, 1.86, 6.24, 0.81, 1.46, 0.76
50, -6.43, 0.92, 1.44, 0.69, 1.07, 0.66
100, -19.77, 3.38, 23.84, 0.82, 1.51, 0.71
150, -33.83, 8.82, 19.65, -3.08, 0.92, -2.93
200, -19.33, 19.32, 0.66, -3.86, 0.69, -4.37
250, 6.08, 14.67, -11.18, -3.41, -1.97, -4.37
300, 35.09, -7.44, -25.83, -0.40, -0.43, -3.01
350, 20.86, 0.35, -15.61, 3.88, 0.77, 3.89
400, 2.02, 13.91, -9.31, 4.37, 0.81, 4.37
450, -22.40, 23.04, 18.40, 4.37, 0.61, 4.37
500, -30.25, 9.74, 28.87, 1.13, 0.20, 0.94
550, -5.05, 0.87, -0.14, -0.26, -0.35, -0.56
600, -9.80, 2.77, 22.43, -0.29, 0.15, -0.22
650, -13.95, 7.27, 13.82, -3.21, -0.16, -1.50
700, 8.10, 0.31, -6.61, -2.59, -0.16, -0.69
750, 13.46, -3.61, -19.84, 0.57, 0.60, 2.50
800, -25.19, 7.72, 13.76, 2.27, 0.72, 3.08
850, -17.28, 3.48, 9.79, -0.20, -0.02, -0.16
900, -2.72, 1.68, 2.18, 0.12, -0.14, -0.07
950, -12.97, 3.06, 8.03, -0.21, -0.09, -0.03
