Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 3.07, -0.78, 2.95, 0.02, 0.73, 1.77
50, -1.78, 1.84, 1.09, 0.53, 0.78, 2.88
100, -13.76, 3.90, 6.55, 1.03, 1.09, 3.02
150, -27.28, 2.78, 10.47, 0.03, 1.17, 0.58
200, -30.35, 7.03, 15.01, -0.86, 0.55, -2.93
250, -12.63, 11.41, 9.70, -2.43, -0.39, -4.37
300, 3.10, 5.02, 1.74, -2.44, -0.81, -4.37
350, 9.21, -3.85, -4.36, -1.72, -0.51, -2.55
400, 5.13, -6.47, -5.59, -0.32, 0.18, -0.32
450, 5.37, -5.44, -12.57, 1.55, 0.77, 1.19
500, 3.61, 2.70, -10.76, 4.27, 0.32, 2.63
550, 2.06, 10.86, 11.78, 4.37, 0.97, 4.37
600, -30.43, 10.57, 23.25, 1.49, 1.59, 3.41
650, -27.17, 5.87, 12.44, 0.39, -0.43, -0.71
700, -11.70, 4.62, 18.86, -1.43, -0.62, -1.97
750, -8.28, 4.04, 6.99, -2.80, -0.20, -2.15
800, 5.14, -0.66, 0.66, -2.25, -0.91, -1.49
850, 21.25, -4.42, -16.31, -0.94, 0.35, 1.96
900, -10.86, 8.98, 3.29, 2.70, 0.98, 4.37
950, -41.06, 7.33, 13.41, 0.29, 0.22, 1.01
