Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.34, 2.22, 5.67, -0.01, -0.11, 0.01
50, -7.46, 2.15, 5.66, -0.03, -0.50, 0.13
100, -6.91, 2.16, 6.16, -0.15, -1.22, 0.34
150, -5.54, 2.82, 7.82, 0.37, -2.10, 0.99
200, -25.55, 10.67, 29.20, -1.74, 0.18, -0.04
250, -19.12, 13.68, 7.84, -3.82, 0.09, -4.37
300, 4.38, 12.19, 14.31, -4.37, 0.61, -4.37
350, 4.02, 1.50, -17.02, -4.37, -0.28, -3.49
400, 9.81, -8.11, -25.02, -0.01, -0.11, -2.40
450, 14.56, -3.32, -16.18, 4.36, -0.27, 1.08
500, 6.16, 7.56, 5.32, 4.37, 0.75, 2.96
550, -14.62, 11.03, 32.04, 3.58, 0.81, 3.46
600, -19.45, 6.24, 25.56, 0.81, -0.19, 0.42
650, -8.75, 3.36, 23.49, -1.70, 0.28, -0.50
700, 1.58, 0.67, 4.28, -2.75, -0.11, -0.40
750, 2.41, -5.89, -20.97, 0.45, -0.07, 0.63
800, -5.58, 2.40, 14.13, 1.75, -0.15, 1.85
850, -15.56, 3.58, 13.21, 0.89, -0.04, 0.60
900, -11.37, 2.13, 13.24, -0.43, -0.19, -0.53
950, 0.92, -1.02, 5.77, -0.29, -0.14, -0.54
