Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -25.12, 5.75, 13.29, 0.69, 2.01, 2.32
50, -59.78, 14.62, 10.97, -1.77, 2.36, -3.62
100, -5.10, 21.29, 0.54, -1.85, -1.53, -4.37
150, 28.43, -0.93, -14.06, -1.05, -1.46, -4.37
200, 7.93, -5.72, 8.20, -0.29, 0.08, -0.04
250, -1.71, -6.27, -6.28, 0.20, 0.05, 0.37
300, -8.17, -3.99, 2.56, 0.46, 0.49, 0.62
350, 14.74, -5.86, -23.57, 2.43, 0.16, 1.24
400, -2.28, 11.50, 21.83, 4.31, 0.38, 4.37
450, -16.09, 5.54, -4.96, 2.24, 1.06, 3.77
500, -33.30, 8.09, 21.58, 1.26, 0.19, 0.92
550, -17.18, 4.80, 13.97, -0.81, -0.84, -1.48
600, -15.62, 5.21, 16.35, -2.25, -0.65, -2.29
650, -3.06, 7.14, 7.65, -3.99, -0.23, -2.98
700, 27.64, -6.24, -20.56, -2.25, -0.28, -0.36
750, 12.61, 5.69, -16.30, 2.96, 0.86, 4.37
800, -44.69, 9.85, 14.62, 1.05, 1.31, 3.31
850, -17.18, 2.93, -0.03, -0.03, -0.58, -1.20
900, 1.84, 0.18, 4.95, 0.58, -0.85, -0.54
950, -13.41, 1.50, 5.55, -0.33, 0.14, 0.11
