Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.56, 2.04, 7.56, -0.05, -0.16, 0.16
50, -6.66, 2.94, 6.44, 0.35, 0.32, 0.31
100, -5.55, 3.94, 8.26, 0.93, 0.17, 0.37
150, -5.90, 4.13, 12.98, 0.32, 0.93, 0.58
200, -15.65, 4.90, 14.83, -0.10, 1.24, -0.07
250, -23.17, 10.18, 27.40, -2.43, -0.21, -1.98
300, -15.11, 16.94, 11.94, -4.37, -0.14, -4.37
350, -1.40, 13.24, -2.33, -4.37, -0.72, -4.37
400, 9.13, 5.79, -11.67, -4.37, -0.95, -4.36
450, 17.80, -6.90, -23.79, -1.44, 0.10, -1.84
500, 11.25, -4.76, -22.05, 3.09, 0.79, 1.32
550, 1.68, 6.79, -14.29, 4.37, 1.06, 2.51
600, -0.68, 16.39, 4.47, 4.37, 0.67, 3.31
650, -31.02, 14.78, 40.73, 4.07, 2.01, 2.14
700, -7.82, 4.59, 18.39, 0.00, -0.32, -0.85
750, -1.30, 2.38, 20.18, -0.44, 0.17, 0.37
800, -13.95, 5.05, 21.93, -2.44, 0.04, 0.26
850, -7.39, 1.87, -0.15, -2.68, 0.02, -0.96
900, 8.09, -1.87, -2.68, -1.11, -0.50, 0.19
950, 2.53, -1.41, -10.39, 1.32, 0.56, 2.54
