Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -2.67, -0.20, 4.89, 0.65, 2.18, 1.34
50, -12.70, 3.34, 8.28, 0.91, 1.13, 1.93
100, -15.67, 3.65, 7.95, 0.57, 1.79, 1.77
150, -57.19, 12.44, 25.02, -1.25, 1.24, -2.96
200, -20.19, 36.65, 3.96, -3.45, 0.40, -4.37
250, 34.28, 16.43, -7.94, -2.55, 0.38, -4.37
300, 49.02, -10.35, -25.59, -0.15, 1.15, -0.90
350, 11.61, 4.91, -18.01, 3.92, 0.98, 4.37
400, 3.38, 16.45, -6.94, 4.37, 1.50, 4.37
450, -47.73, 21.16, 37.67, 3.42, -0.09, 4.37
500, -33.03, 4.37, 17.23, -0.23, -0.48, -1.60
550, -6.37, 2.17, 19.72, -1.62, -0.19, -2.59
600, -9.37, 5.22, 12.50, -4.35, -0.15, -2.06
650, 26.00, -4.51, -12.43, -3.26, 0.89, -0.85
700, 1.29, 2.32, -22.15, 1.06, -1.20, 4.37
750, -32.90, 4.83, 14.36, 1.73, -0.33, 1.92
800, -10.29, 0.28, 0.81, -0.18, -0.30, 0.03
850, -12.84, 1.21, 7.96, 0.32, -0.22, -0.18
900, -6.73, -0.94, 4.30, -0.13, -0.18, -0.49
950, -9.89, -0.96, 4.64, -0.22, -0.06, -0.24
