Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.57, 1.91, 3.91, -0.98, 0.08, -0.25
50, 0.63, 0.95, -0.65, 0.07, 0.35, 0.39
100, -3.75, 2.12, 7.52, 1.81, 0.14, 2.27
150, -44.93, 10.33, 34.11, -1.83, 1.05, -0.01
200, -25.90, 19.41, 3.92, -3.51, 0.25, -4.37
250, 7.97, 15.16, 0.79, -4.37, -0.68, -4.37
300, 24.39, -6.45, -19.42, -1.94, -0.17, -3.32
350, 5.63, -6.00, -2.47, 0.68, 0.32, 0.70
400, 3.74, -5.08, -16.59, 1.49, 1.16, 1.31
450, 20.28, 7.69, -19.75, 4.37, 0.60, 4.34
500, -19.56, 25.67, 30.98, 4.37, 2.27, 4.37
550, -48.34, 9.61, 13.03, -0.03, 0.87, 0.74
600, -9.33, 4.29, 10.08, 0.34, -1.01, -1.81
650, -7.85, 2.25, 17.02, -1.39, -0.39, -0.85
700, -11.88, 5.04, 12.40, -2.97, 0.47, -1.63
750, 10.02, -1.34, -11.93, -2.35, 0.49, -1.06
800, 19.53, -2.71, -15.03, 0.82, 0.82, 3.60
850, -30.88, 8.79, 9.77, 1.15, 1.08, 4.32
900, -21.11, 4.29, 1.40, 0.43, -0.36, -0.24
950, -6.40, 2.88, 8.82, 0.28, -0.20, -0.08
