Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.96, 2.92, 7.72, -0.09, -0.32, 0.06
50, -4.80, 3.62, 7.60, 0.13, -0.28, 0.32
100, -6.44, 1.43, 6.94, 0.83, 0.31, 0.92
150, -7.96, 4.24, 6.75, 1.66, 0.01, 0.82
200, -17.13, 8.36, 33.66, -0.63, 0.44, -0.44
250, -18.33, 13.45, 23.69, -4.20, 0.38, -2.98
300, -9.72, 17.56, 6.05, -4.37, 0.46, -4.37
350, -1.05, 15.68, -1.64, -4.37, -0.88, -4.37
400, 16.10, 1.13, -20.98, -4.22, 0.56, -3.95
450, 16.77, -8.83, -29.04, 0.28, 1.68, -0.82
500, 7.17, 0.92, -22.69, 4.37, 1.08, 2.21
550, 1.87, 13.08, -4.87, 4.37, 0.49, 2.96
600, -11.89, 18.44, 35.01, 4.37, 0.45, 3.64
650, -25.62, 6.96, 32.19, 1.26, 0.45, 0.68
700, -5.82, 3.98, 25.72, -1.40, 0.12, -0.92
750, -3.84, 6.06, 18.26, -3.53, 0.02, -0.08
800, 9.11, -1.02, -8.14, -2.70, 0.01, 0.68
850, 1.31, -2.24, -21.88, 1.01, 0.76, 3.45
900, -29.97, 6.56, 19.20, 2.59, -0.24, 1.40
950, -4.64, 2.08, 12.78, -0.39, -0.28, -0.37
