Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -26.02, 4.55, 25.04, -0.67, 0.85, 0.35
50, -39.78, 15.13, 8.52, -2.92, 0.62, -4.37
100, 10.85, 10.58, -0.64, -2.80, -0.91, -4.37
150, 22.45, -6.06, -10.62, -1.69, -0.20, -2.39
200, -0.08, -4.78, 1.75, -0.13, 0.04, 0.29
250, -0.32, -5.34, -4.62, 0.25, 0.46, 0.57
300, 10.05, -2.57, -20.24, 2.49, 0.96, 1.98
350, 3.39, 11.82, 0.52, 4.37, 0.91, 4.37
400, -32.60, 11.76, 28.20, 2.48, 1.74, 3.93
450, -20.08, 2.62, 2.81, 0.75, -0.03, 0.16
500, -15.87, 4.24, 22.49, -0.22, -0.14, -0.34
550, -16.57, 4.06, 11.86, -1.94, -0.23, -1.55
600, -8.42, 3.61, 4.77, -2.71, -0.43, -2.12
650, 8.76, -2.55, -4.58, -1.85, -0.69, -1.09
700, 13.78, -3.31, -13.03, 0.11, 0.40, 2.36
750, -6.58, 5.71, -0.90, 1.80, 1.09, 4.37
800, -38.36, 7.78, 12.51, 0.72, 1.17, 2.01
850, -8.78, 2.08, 1.09, 0.27, -0.60, -0.92
900, -5.71, 2.03, 6.98, 0.17, -0.11, 0.08
950, -9.56, 1.95, 4.11, -0.04, 0.05, 0.20
