Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.08, 1.20, 4.99, -0.06, -1.05, 0.20
50, -8.20, 1.61, 4.61, 0.19, 0.98, 0.35
100, -8.34, 1.68, 4.30, 0.10, 0.01, 0.40
150, -8.08, 1.86, 4.74, -0.07, -2.04, 0.45
200, -7.15, 2.15, 5.95, 0.02, -2.59, 0.86
250, -6.14, 2.83, 6.28, 0.30, -0.85, 1.06
300, -12.30, 5.26, 10.43, 0.36, -3.55, 1.06
350, -12.85, 7.09, 20.96, -1.32, -1.37, -1.34
400, -5.96, 5.74, 13.24, -3.27, 0.37, -2.29
450, -8.03, 6.14, 14.26, -3.74, 0.44, -2.08
500, -9.23, 10.11, 12.03, -4.37, -0.06, -3.36
550, -1.58, 6.68, 3.52, -4.37, 0.15, -3.46
600, 3.01, -1.58, -10.62, -4.37, -0.85, -2.23
650, 6.62, -8.09, -17.51, -1.78, 0.14, -1.34
700, 9.28, -8.68, -24.55, 2.08, 0.20, 0.35
750, 6.87, 2.23, -11.68, 4.37, 0.61, 2.18
800, -0.69, 11.73, -2.60, 4.37, 0.12, 3.08
850, -6.63, 13.32, 26.01, 4.37, -0.37, 3.15
900, -18.22, 7.41, 24.65, 1.99, -1.11, 1.56
950, -6.71, 3.28, 27.25, 0.86, -0.96, -0.49
