Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -12.33, 3.25, 13.21, -0.38, 0.95, -0.12
50, -10.68, 2.91, 1.89, -1.10, 0.23, -0.49
100, -0.11, -0.16, 3.46, -0.00, -0.10, 0.28
150, -15.31, 2.49, 11.46, -0.92, 1.65, 0.68
200, -35.05, 7.03, 9.65, -1.75, 0.63, -2.31
250, -14.04, 11.78, 4.37, -2.54, -1.21, -4.37
300, 10.89, 2.87, -3.93, -2.40, -1.46, -4.37
350, 11.68, -6.26, -1.20, -1.39, -0.58, -1.38
400, -0.20, -6.39, -4.88, -0.46, -0.14, -0.18
450, 1.26, -6.25, -4.34, 0.79, 0.18, 0.73
500, 7.45, -2.71, -16.09, 2.36, 0.61, 1.56
550, 7.07, 10.51, -13.34, 4.37, -0.10, 4.37
600, -33.27, 14.74, 39.69, 4.05, 0.53, 3.10
650, -19.12, 3.51, 20.12, 0.32, -0.40, 0.25
700, -9.98, 2.83, 10.92, -0.74, -0.21, -1.11
750, -7.42, 3.11, 19.45, -2.03, -0.02, -0.76
800, -4.50, 3.77, 8.72, -3.55, 0.51, -0.97
850, 8.47, -0.76, -9.64, -2.62, 0.08, 0.31
900, 12.88, -2.91, -21.31, 1.22, 0.74, 3.88
950, -33.94, 8.97, 15.64, 2.46, 1.00, 3.33
