Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.14, 1.45, 4.81, -0.09, -0.93, 0.26
50, -7.07, 1.61, 5.94, -0.15, -1.78, 0.44
100, -11.68, 4.24, 5.02, 0.58, 0.50, 0.35
150, -7.83, 3.45, 8.69, 0.23, 0.25, -0.23
200, -0.67, 2.39, 2.75, 0.26, 0.28, 0.29
250, -2.16, 3.11, 6.92, 0.67, 1.12, 1.82
300, -12.39, 2.84, 4.02, 0.31, 1.14, 1.68
350, -30.84, 4.75, 12.90, -0.28, 1.38, -0.25
400, -30.25, 11.10, 11.11, -1.83, -0.45, -4.37
450, -14.54, 19.31, 4.09, -3.09, 0.40, -4.37
500, 8.04, 15.77, -12.68, -3.06, -2.79, -4.37
550, 37.02, -7.45, -23.20, 0.11, 0.14, -3.13
600, 24.05, 1.85, -8.82, 3.23, 0.49, 4.20
650, -5.50, 11.62, -7.02, 4.37, 1.53, 4.37
700, -33.31, 13.56, 18.61, 3.88, 0.28, 3.72
750, -8.61, 2.83, 10.76, 1.88, -0.39, 0.56
800, -21.37, 5.35, 23.97, 0.15, 0.06, 0.39
850, -12.93, 4.25, 18.29, -1.31, -0.02, -1.32
900, -9.86, 4.88, 10.88, -2.94, 0.05, -1.46
950, 6.34, -0.28, -5.28, -2.48, -0.22, -1.06
