Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.89, 2.54, 8.07, -0.52, -0.61, 0.71
50, -8.49, 2.16, 4.51, -0.07, -0.82, 1.05
100, -4.88, 3.60, 7.81, 0.38, -1.25, 1.41
150, -9.58, 4.80, 7.99, 0.77, -0.36, 1.40
200, -24.19, 9.63, 25.80, -0.83, -0.13, -0.58
250, -15.73, 11.35, 12.02, -3.07, 0.10, -3.73
300, -2.70, 13.36, 16.20, -3.94, 2.47, -4.37
350, 4.92, 9.34, -2.53, -4.37, 0.05, -4.14
400, 2.16, -1.66, -17.00, -2.57, 1.52, -3.89
450, 12.94, -7.47, -21.87, 1.38, 0.07, -1.92
500, 17.24, -1.03, -4.59, 4.37, -0.48, 1.98
550, 0.63, 6.83, 0.84, 4.37, 1.13, 3.89
600, -10.66, 13.64, 16.28, 4.37, 0.61, 4.28
650, -26.76, 9.52, 23.78, 1.50, -0.73, 2.46
700, -13.33, 3.27, 17.32, -0.01, -0.23, -0.52
750, -6.64, 2.07, 17.34, -1.29, 0.32, -0.64
800, -9.11, 2.38, 12.50, -1.81, 0.72, -0.64
850, -6.68, 2.60, 6.24, -2.58, 0.26, -1.03
900, 8.96, -3.66, -13.67, -1.35, -0.25, 0.16
950, 5.07, 2.09, -2.77, 2.48, -0.58, 3.57
