Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.81, 3.51, 4.21, 0.55, 1.04, 0.25
50, -13.16, 4.47, 9.61, 0.74, 1.29, 0.31
100, -24.04, 5.60, 17.33, 0.01, 1.27, -1.48
150, -15.45, 6.71, 10.65, -2.06, -1.00, -3.53
200, -16.13, 12.91, 18.11, -4.04, -1.01, -4.37
250, 2.57, 9.57, -18.10, -4.28, -1.46, -4.37
300, 23.31, -6.44, -18.44, 0.21, 1.47, -3.16
350, 19.92, -1.80, -15.06, 3.21, 0.41, 2.55
400, -1.75, 13.10, -15.22, 4.37, 0.20, 4.37
450, -30.45, 12.70, 51.06, 3.31, 0.95, 2.71
500, -16.50, 2.67, 15.42, -0.47, -0.24, -0.76
550, 0.15, 1.62, 19.61, -1.41, 0.36, -0.10
600, -1.55, 2.67, 3.13, -2.69, 0.81, 0.82
650, 2.88, -4.58, -14.80, 0.28, 1.03, 1.90
700, -19.07, 1.86, 7.02, 0.70, 0.55, 2.25
750, -16.97, 3.99, 7.97, 0.38, -0.23, -0.22
800, -6.98, 2.44, 7.11, 0.01, -0.38, -0.57
850, -4.40, 1.35, 7.81, 0.11, -0.06, 0.12
900, -8.74, 1.04, 3.09, -0.08, 0.07, -0.01
950, -7.30, 1.11, 6.91, 0.01, 0.08, 0.10
