Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 2.66, -1.44, -0.58, -0.97, -0.78, -1.47
50, 6.52, -2.35, -0.27, 0.26, -0.30, 0.87
100, -2.92, 2.35, 7.80, 0.33, 1.26, 2.67
150, -16.71, 3.31, 7.74, 0.51, 1.16, 2.44
200, -41.04, 6.47, 18.32, -0.79, 2.34, -0.92
250, -31.90, 23.14, 1.11, -1.79, 0.17, -4.37
300, 33.48, 3.31, -5.57, -1.89, -1.11, -4.37
350, 16.33, -7.67, -3.40, -0.23, 0.12, 0.22
400, -12.84, -3.49, 5.25, -0.15, 0.47, 0.77
450, -7.56, -4.80, 2.87, -0.01, -0.15, -0.07
500, -5.82, -5.29, 3.15, -0.02, 0.09, 0.16
550, -1.27, -5.87, -8.31, 0.48, 0.18, 0.25
600, 23.26, -0.75, -23.39, 3.82, -0.24, 2.76
650, -8.31, 22.80, 25.86, 4.37, 1.36, 4.37
700, -51.74, 10.58, 9.29, -0.08, 1.49, 1.61
750, -14.74, 4.92, 12.45, 0.41, -0.85, -1.82
800, -8.87, 2.49, 16.61, -1.54, -0.23, -1.33
850, -9.78, 5.29, 5.90, -2.90, 0.67, -2.37
900, 27.20, -4.78, -15.82, -1.62, 0.58, -0.12
950, -5.41, 5.87, -1.27, 1.67, 1.25, 4.37
