Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -8.28, 1.19, 4.54, -0.02, -0.15, 0.14
50, -14.51, 4.10, 7.88, 0.16, -0.85, 0.47
100, -14.56, 3.96, 10.19, -0.89, -0.97, -1.14
150, 3.00, 1.80, 3.13, -1.31, -1.08, -0.45
200, 4.49, -1.92, -7.67, 0.99, 0.78, 1.66
250, -25.88, 5.23, 25.30, 0.54, 1.21, 1.44
300, -39.48, 9.79, 12.23, -2.41, 0.60, -3.32
350, -9.74, 15.62, 10.75, -3.14, -0.35, -4.37
400, 10.82, 7.04, -6.75, -4.06, -0.65, -4.37
450, 16.32, -7.70, -18.53, -0.83, -0.12, -1.93
500, 12.97, -6.41, -10.12, 1.34, 0.42, 0.56
550, 18.05, 1.94, -21.11, 3.76, 1.63, 3.65
600, -4.41, 21.83, 4.53, 4.37, 1.11, 4.37
650, -46.78, 16.31, 31.32, 2.04, 2.05, 4.15
700, -27.82, 7.10, 13.24, -0.12, -0.68, -1.84
750, -8.52, 4.62, 19.30, -1.90, -0.79, -2.46
800, -1.23, 5.55, 5.37, -3.80, -0.19, -2.16
850, 25.76, -4.32, -18.01, -2.06, -0.52, 0.78
900, 5.35, 8.53, -15.92, 2.80, 1.52, 4.37
950, -50.57, 10.58, 15.15, 0.46, 1.00, 2.50
