Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -6.68, 1.94, 6.65, 0.30, -0.07, 0.52
50, -6.89, 1.88, 6.38, 0.84, 0.32, 0.96
100, -19.74, 7.32, 21.78, 0.79, 0.65, 0.42
150, -26.47, 11.40, 22.01, -2.44, 0.37, -2.48
200, -11.04, 12.38, 8.95, -3.66, 0.27, -4.37
250, -6.04, 13.96, 3.28, -4.37, -0.66, -4.37
300, 13.04, 4.08, -15.17, -3.54, -0.46, -4.25
350, 23.45, -8.02, -24.68, 0.02, 0.38, -0.62
400, 8.17, 0.93, -18.52, 3.98, 0.49, 2.96
450, -6.65, 11.13, 3.01, 4.37, -0.16, 3.57
500, -17.47, 11.15, 25.31, 4.19, 0.71, 3.06
550, -18.06, 5.73, 21.46, 1.80, 0.20, 1.13
600, -16.48, 4.37, 24.99, -0.62, 0.05, -0.18
650, -8.31, 2.47, 16.39, -1.89, 0.01, -0.64
700, -1.52, -0.12, -0.65, -1.95, -0.27, -0.18
750, 1.13, -1.87, -5.67, -0.09, 0.18, 0.82
800, -7.56, 1.47, 5.52, 0.67, 0.41, 1.36
850, -11.54, 2.00, 5.13, 0.23, 0.22, 0.60
900, -9.95, 2.38, 7.27, 0.27, 0.03, 0.17
950, -9.73, 1.78, 7.75, -0.06, -0.17, -0.11
