Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.17, 1.99, 7.78, 0.02, -0.03, 0.11
50, -5.91, 2.95, 7.02, 0.38, 0.10, 0.45
100, -8.90, 4.36, 10.00, 1.02, -0.02, 0.42
150, -16.33, 7.15, 27.16, -0.66, 0.24, -0.72
200, -18.98, 11.64, 22.74, -3.43, 0.41, -2.78
250, -9.53, 14.82, 16.94, -4.37, 0.24, -4.37
300, -1.72, 17.92, 2.85, -4.37, -0.08, -4.37
350, 10.16, 5.04, -24.24, -4.37, 0.11, -4.36
400, 19.23, -9.03, -34.32, -0.06, 0.39, -1.44
450, 17.03, 2.42, -27.75, 4.37, 0.97, 2.39
500, 1.54, 23.24, -2.40, 4.37, 0.66, 4.37
550, -12.20, 22.65, 26.62, 4.37, 1.72, 4.37
600, -36.69, 11.73, 41.07, 1.25, 0.68, 0.37
650, -6.13, 4.98, 20.11, -2.03, -0.15, -1.23
700, -7.82, 5.75, 19.18, -3.42, 0.36, -0.48
750, 11.38, -2.47, -13.29, -2.50, 0.01, -0.17
800, 2.98, -0.80, -12.91, 1.66, 0.23, 3.48
850, -32.08, 5.24, 17.89, 1.64, 0.00, 0.62
900, 0.38, 0.85, 8.29, 0.05, -0.34, -0.50
950, -8.93, 1.66, 10.56, 0.23, -0.17, 0.30
