Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -13.08, 3.82, 7.35, 0.25, -0.14, -0.14
50, -9.83, 3.54, 4.36, -0.11, 0.16, -0.86
100, -7.04, 2.82, 5.45, 0.44, 0.80, -0.97
150, 2.72, 0.87, 4.94, 0.15, 0.20, 0.35
200, -11.99, 2.11, 1.32, 0.63, 0.84, 1.22
250, -32.30, 6.19, 21.19, -0.46, 0.34, -0.35
300, -34.53, 16.42, 12.59, -2.99, -0.57, -4.37
350, -0.86, 17.15, 1.22, -3.48, -0.93, -4.37
400, 11.48, 4.66, -17.29, -2.67, 0.07, -4.37
450, 27.68, -9.04, -15.39, 0.59, -0.32, -1.78
500, 25.03, -0.83, -11.31, 3.16, 0.93, 3.76
550, 7.42, 19.62, -10.37, 4.37, 2.29, 4.37
600, -26.98, 25.66, 24.32, 4.01, 2.04, 4.37
650, -59.20, 8.77, 12.10, -0.39, -0.20, -0.05
700, -9.71, 5.54, 15.58, -0.75, -0.67, -2.88
750, -11.13, 5.79, 17.30, -2.87, 0.02, -2.59
800, 3.45, 0.31, -11.45, -2.95, -0.71, -2.16
850, 35.52, -4.90, -19.24, 0.27, 0.17, 2.60
900, -25.30, 16.29, 16.05, 2.39, 0.77, 4.37
950, -27.39, 3.12, -4.89, -0.09, -0.18, -1.06
