Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -7.51, 1.58, 5.78, 0.00, -0.09, 0.04
50, -7.69, 2.03, 5.35, -0.03, -1.07, 0.18
100, -6.08, 1.84, 7.42, -0.02, -1.92, 0.27
150, -8.85, 1.11, 5.67, 0.57, 0.55, 0.69
200, -23.81, 6.20, 29.19, -0.30, 0.22, -0.50
250, -23.79, 8.66, 17.12, -3.15, 0.41, -2.99
300, -10.63, 13.28, 9.38, -4.18, -0.03, -4.37
350, 6.80, 4.48, -9.62, -3.12, -0.74, -4.33
400, 9.13, -0.89, -9.32, -1.26, -0.72, -2.22
450, 16.71, -4.70, -9.49, 0.73, -0.41, -0.06
500, 1.58, -1.38, -5.69, 2.28, 0.75, 2.04
550, -7.17, 1.69, -0.93, 2.73, 0.40, 1.48
600, 0.53, 1.95, -1.75, 4.07, 0.07, 1.58
650, -15.52, 6.26, 29.36, 3.16, 0.02, 2.11
700, -11.56, -0.30, 18.09, 0.82, -0.27, -0.05
750, -10.47, -0.43, 22.48, -0.55, 0.21, 0.28
800, -15.89, 4.49, 17.90, -2.36, 1.02, -0.70
850, 7.89, -0.12, -0.63, -2.60, 0.26, -0.47
900, 1.70, -3.58, -13.57, 0.19, 0.75, 1.74
950, -10.90, 0.68, 8.86, 1.17, 0.07, 1.55
