Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -5.39, 1.63, 2.85, -0.22, -0.02, -0.12
50, -2.30, 1.86, 4.38, 0.31, 1.08, 0.86
100, -11.16, 3.02, 4.77, 0.47, 0.43, 1.34
150, -12.84, 0.40, 4.40, 0.93, 0.75, 1.03
200, -38.16, 7.46, 26.92, -0.83, 0.65, -1.74
250, -21.49, 18.61, 3.02, -3.52, -0.19, -4.37
300, 11.00, 11.17, -11.76, -2.82, -0.62, -4.37
350, 30.43, -1.52, -27.35, 0.76, 0.16, -3.16
400, 34.48, 6.85, -18.03, 4.37, -0.09, 4.37
450, -20.53, 27.99, 19.91, 4.37, 0.38, 4.37
500, -47.90, 10.57, 40.77, 0.91, 0.50, 0.85
550, -14.08, 4.88, 16.94, -2.23, -0.24, -2.29
600, 4.11, 5.67, 5.84, -3.15, 0.41, -2.07
650, 24.38, -5.45, -17.70, -0.88, 0.69, 2.59
700, -23.94, 6.87, 2.54, 1.37, 0.83, 3.81
750, -25.16, 4.55, 10.66, 0.14, -0.08, 0.01
800, -1.39, 1.22, 2.05, 0.19, -0.39, -0.38
850, -11.88, 2.69, 8.37, -0.04, -0.03, 0.16
900, -5.73, 1.24, 3.64, -0.02, -0.06, -0.13
950, -8.66, 1.65, 5.25, 0.03, 0.03, 0.15
