Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.33, 2.28, 9.03, 0.58, 0.84, 0.60
50, -7.60, 3.80, 5.31, 0.89, 4.31, 0.46
100, -12.72, 2.98, 3.24, 0.36, 4.37, 0.54
150, -23.20, 6.85, 8.72, -0.54, -2.48, -0.72
200, -15.53, 6.05, 2.65, -0.94, -1.74, -2.85
250, -19.90, 11.05, 25.57, -2.60, -0.55, -4.18
300, -8.99, 13.58, 3.82, -4.37, -0.19, -4.37
350, 0.12, 8.50, -3.61, -4.32, -0.94, -4.37
400, 10.18, -4.89, -6.26, -2.82, -1.04, -3.30
450, 5.28, -7.66, -5.68, -1.63, 0.03, -2.03
500, 5.44, -9.79, -14.95, -0.17, -0.19, -0.90
550, 15.24, -7.70, -22.21, 2.89, 1.32, 0.67
600, 5.66, 7.12, -17.03, 4.37, 0.35, 4.37
650, -5.12, 13.60, 11.96, 4.37, -1.34, 3.26
700, 1.30, 11.16, 12.62, 4.37, -3.50, 4.28
750, -16.76, 11.09, 31.08, 2.63, -0.78, 2.50
800, -18.61, 5.97, 26.49, 0.02, 0.32, -0.26
850, -8.02, 3.70, 28.19, -1.60, -0.37, -1.36
900, 0.35, 0.94, 11.84, -3.10, 1.21, -1.37
950, 6.68, -1.18, 7.30, -3.13, 1.26, -0.37
