Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -4.90, 2.23, 8.13, -0.02, -1.07, 0.38
50, -14.57, 6.30, 22.37, -0.69, -1.42, 0.56
100, -26.08, 12.31, 22.64, -3.21, -0.28, -2.54
150, 2.89, 9.18, 9.03, -4.37, -0.35, -4.22
200, 7.13, 0.22, -7.74, -4.03, -0.22, -2.41
250, 6.10, -6.92, -15.11, -0.76, -0.11, -1.01
300, 7.16, -5.41, -11.11, 2.22, 0.53, 0.66
350, 0.81, 1.78, -6.48, 4.37, 0.76, 1.77
400, -3.58, 9.43, 18.90, 4.37, 0.50, 2.48
450, -16.89, 8.43, 29.61, 1.53, 0.37, 1.90
500, -18.05, 5.91, 22.85, -1.24, 0.35, -0.55
550, 0.21, 2.37, 9.92, -2.53, 0.59, -1.23
600, -2.10, -2.09, -9.56, -1.52, -0.10, -0.33
650, 4.86, -2.50, 0.21, 1.05, -0.31, 0.68
700, -7.91, 1.84, 6.62, 1.53, -0.09, 1.43
750, -14.14, 4.04, 19.09, 0.42, 0.18, 0.40
800, -6.56, 1.14, 8.56, -0.48, -0.06, -0.67
850, -0.55, -0.45, 6.11, -0.29, -0.06, -0.24
900, -2.79, 0.15, 6.24, 0.06, 0.12, 0.30
950, -6.59, 1.16, 8.74, 0.11, 0.12, 0.41
