Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.17, 4.30, 9.28, -1.12, -0.73, -0.78
50, 2.74, 1.21, 4.92, -0.34, -0.17, -0.29
100, 1.57, -0.06, 4.37, 0.06, 0.38, 1.32
150, -8.20, 0.78, 8.03, 0.38, 0.93, 1.55
200, -23.44, 3.32, 26.10, -0.72, 1.22, 0.07
250, -29.95, 16.51, 22.46, -4.14, 2.26, -4.16
300, -6.57, 22.97, 3.10, -4.37, 0.40, -4.37
350, 16.63, 7.85, -25.36, -3.16, 0.43, -4.37
400, 33.14, -7.01, -18.45, 1.77, 1.92, -1.99
450, 17.64, 6.05, -14.85, 4.37, 1.37, 4.37
500, -12.78, 18.22, 2.39, 4.37, 0.22, 4.37
550, -27.03, 12.09, 30.76, 3.43, 0.38, 2.56
600, -15.80, 4.29, 21.13, 1.39, 0.05, 0.38
650, -9.13, 2.09, 23.64, -0.74, 0.14, -0.02
700, -6.27, 4.24, 17.84, -2.49, 0.74, -0.15
750, 1.73, -1.03, -7.76, -1.98, 0.46, 0.67
800, 2.27, -1.48, -9.26, 0.94, 0.55, 2.13
850, -19.63, 4.43, 10.07, 0.70, 0.57, 1.90
900, -11.52, 2.66, 6.50, 0.21, -0.09, -0.08
950, -5.86, 2.07, 6.44, -0.05, -0.10, 0.04
